"","water_year","release_date","rel_id","release_time","lunar_phase","fish_released","discharge","temperature","turbidity","velocity","month"
"1","2024",2024-01-10,"RT-1","9:14","New",10,17700,8.7,15.8,1.42,"Jan"
"2","2024",2024-01-10,"RT-2","12:12","New",10,11800,8.7,13.3,0.91,"Jan"
"3","2024",2024-01-10,"RT-3","15:09","New",10,10700,8.7,13.2,0.78,"Jan"
"4","2024",2024-01-10,"RT-4","18:10","New",10,17700,8.7,14.7,1.32,"Jan"
"5","2024",2024-01-10,"RT-5","21:13","New",10,20000,8.7,15.5,1.56,"Jan"
"6","2024",2024-01-11,"RT-10","12:14","New",10,15800,8.7,17.4,1.26,"Jan"
"7","2024",2024-01-11,"RT-11","15:20","New",10,10800,8.8,15,0.81,"Jan"
"8","2024",2024-01-11,"RT-12","18:09","New",10,16900,8.7,15.3,1.28,"Jan"
"9","2024",2024-01-11,"RT-13","21:07","New",10,19400,8.6,15.8,1.52,"Jan"
"10","2024",2024-01-11,"RT-6","0:10","New",10,20300,8.7,17.5,1.64,"Jan"
"11","2024",2024-01-11,"RT-7","3:06","New",10,16600,8.7,18.7,1.33,"Jan"
"12","2024",2024-01-11,"RT-8","6:01","New",10,15400,8.7,17.6,1.22,"Jan"
"13","2024",2024-01-11,"RT-9","9:22","New",10,17800,8.6,18.3,1.42,"Jan"
"14","2024",2024-01-12,"RT-14","0:11","New",10,20200,8.6,16.3,1.64,"Jan"
"15","2024",2024-01-12,"RT-15","3:09","New",10,17900,8.6,16.7,1.47,"Jan"
"16","2024",2024-01-12,"RT-16","6:11","New",10,14800,8.6,15.9,1.19,"Jan"
"17","2024",2024-01-12,"RT-17","9:13","New",10,17000,8.5,17.9,1.37,"Jan"
"18","2024",2024-01-12,"RT-18","12:14","New",10,16900,8.5,15.6,1.37,"Jan"
"19","2024",2024-01-12,"RT-19","15:08","New",10,10600,8.5,14.9,0.81,"Jan"
"20","2024",2024-01-12,"RT-20","18:09","New",10,15400,8.4,12.9,1.17,"Jan"
"21","2024",2024-01-12,"RT-21","21:16","New",10,19100,8.4,14.7,1.5,"Jan"
"22","2024",2024-01-13,"RT-22","0:10","New",10,20000,8.5,15.9,1.62,"Jan"
"23","2024",2024-01-13,"RT-23","3:10","New",10,18600,8.5,17.3,1.54,"Jan"
"24","2024",2024-01-13,"RT-24","6:10","New",10,14500,8.5,17.7,1.17,"Jan"
"25","2024",2024-01-17,"RT-1","9:11","Waxing",10,22900,8.6,168,1.7,"Jan"
"26","2024",2024-01-17,"RT-2","12:09","Waxing",10,24800,8.7,160,1.82,"Jan"
"27","2024",2024-01-17,"RT-3","15:14","Waxing",10,26500,8.7,174,1.98,"Jan"
"28","2024",2024-01-17,"RT-4","18:10","Waxing",10,26300,8.7,179,2.01,"Jan"
"29","2024",2024-01-17,"RT-5","21:09","Waxing",10,23800,8.9,172,1.81,"Jan"
"30","2024",2024-01-18,"RT-10","12:14","Waxing",10,21700,9.2,96.4,1.62,"Jan"
"31","2024",2024-01-18,"RT-11","15:09","Waxing",10,24300,9.2,81.9,1.84,"Jan"
"32","2024",2024-01-18,"RT-12","18:14","Waxing",10,25100,9.3,81.4,1.94,"Jan"
"33","2024",2024-01-18,"RT-13","21:12","Waxing",10,24200,9.5,69.1,1.89,"Jan"
"34","2024",2024-01-18,"RT-6","0:18","Waxing",10,24100,9,149,1.83,"Jan"
"35","2024",2024-01-18,"RT-7","3:08","Waxing",10,25000,9,135,1.94,"Jan"
"36","2024",2024-01-18,"RT-8","6:07","Waxing",10,23800,9,117,1.86,"Jan"
"37","2024",2024-01-18,"RT-9","9:15","Waxing",10,19800,9,107,1.5,"Jan"
"38","2024",2024-01-19,"RT-14","0:12","Waxing",10,23100,9.6,65.4,1.78,"Jan"
"39","2024",2024-01-19,"RT-15","3:19","Waxing",10,24700,9.6,59.6,1.9,"Jan"
"40","2024",2024-01-19,"RT-16","6:12","Waxing",10,24900,9.6,53,1.93,"Jan"
"41","2024",2024-01-19,"RT-17","8:55","Waxing",10,22100,9.6,54.5,1.66,"Jan"
"42","2024",2024-01-19,"RT-18","11:42","Waxing",10,21600,9.6,46.5,1.57,"Jan"
"43","2024",2024-01-19,"RT-19","15:00","Waxing",10,25700,9.6,42.6,1.88,"Jan"
"44","2024",2024-01-19,"RT-20","17:22","Waxing",10,27300,9.7,41.8,2.03,"Jan"
"45","2024",2024-01-19,"RT-21","21:07","Waxing",10,27400,9.9,55.8,2.08,"Jan"
"46","2024",2024-01-20,"RT-22","0:07","Waxing",10,25200,9.9,55.8,1.89,"Jan"
"47","2024",2024-01-20,"RT-23","3:10","Waxing",10,24900,9.9,53.7,1.85,"Jan"
"48","2024",2024-01-20,"RT-24","6:15","Waxing",10,25900,9.8,54.2,1.93,"Jan"
"49","2024",2023-12-13,"RT-1","9:15","New",10,11900,9.6,5.5,0.99,"Dec"
"50","2024",2023-12-13,"RT-2","12:06","New",10,8430,9.8,5.5,0.7,"Dec"
"51","2024",2023-12-13,"RT-3","15:09","New",10,1660,9.8,4.2,0.13,"Dec"
"52","2024",2023-12-13,"RT-4","18:05","New",10,12100,9.7,5.1,0.94,"Dec"
"53","2024",2023-12-13,"RT-5","21:18","New",10,14600,9.6,6.2,1.18,"Dec"
"54","2024",2023-12-14,"RT-10","12:04","New",10,10600,9.7,6.3,0.88,"Dec"
"55","2024",2023-12-14,"RT-11","15:04","New",10,1900,9.7,5.1,0.15,"Dec"
"56","2024",2023-12-14,"RT-12","18:02","New",10,9820,9.7,6.2,0.76,"Dec"
"57","2024",2023-12-14,"RT-13","21:16","New",10,14100,9.5,6.7,1.13,"Dec"
"58","2024",2023-12-14,"RT-6","0:15","New",10,15500,9.4,6.3,1.31,"Dec"
"59","2024",2023-12-14,"RT-7","3:12","New",10,11900,9.5,7,1.02,"Dec"
"60","2024",2023-12-14,"RT-8","6:04","New",10,6510,9.4,5.8,0.53,"Dec"
"61","2024",2023-12-14,"RT-9","9:12","New",10,11200,9.5,5.8,0.93,"Dec"
"62","2024",2023-12-15,"RT-14","0:19","New",10,14900,9.4,8.3,1.25,"Dec"
"63","2024",2023-12-15,"RT-15","3:07","New",10,13300,9.4,7.3,1.15,"Dec"
"64","2024",2023-12-15,"RT-16","6:10","New",10,6910,9.4,6.4,0.58,"Dec"
"65","2024",2023-12-15,"RT-17","9:04","New",10,9760,9.4,6.4,0.8,"Dec"
"66","2024",2023-12-15,"RT-18","12:04","New",10,11700,9.6,6.9,0.98,"Dec"
"67","2024",2023-12-15,"RT-19","15:03","New",10,3100,9.7,5.4,0.25,"Dec"
"68","2024",2023-12-15,"RT-20","18:01","New",10,5350,9.6,5.4,0.41,"Dec"
"69","2024",2023-12-15,"RT-21","21:20","New",10,13300,9.5,6.6,1.06,"Dec"
"70","2024",2023-12-16,"RT-23","3:03","Waxing",10,14700,9.3,8.2,1.27,"Dec"
"71","2024",2023-12-16,"RT-24","6:11","Waxing",10,8050,9.3,7,0.67,"Dec"
"72","2024",2023-12-06,"RT-1","9:09","Waning",10,4810,11.6,4.5,0.41,"Dec"
"73","2024",2023-12-06,"RT-2","12:05","Waning",10,2940,11.7,4.3,0.23,"Dec"
"74","2024",2023-12-06,"RT-3","15:01","Waning",10,11900,11.7,5.1,0.96,"Dec"
"75","2024",2023-12-06,"RT-4","17:59","Waning",10,13600,11.7,6.3,1.14,"Dec"
"76","2024",2023-12-06,"RT-5","21:06","Waning",10,11700,11.6,6.1,0.99,"Dec"
"77","2024",2023-12-07,"RT-10","12:12","Waning",10,3390,11.6,3.9,0.27,"Dec"
"78","2024",2023-12-07,"RT-11","15:10","Waning",10,11500,11.6,5.3,0.93,"Dec"
"79","2024",2023-12-07,"RT-12","18:05","Waning",10,14000,11.5,5.9,1.16,"Dec"
"80","2024",2023-12-07,"RT-13","21:35","Waning",10,13200,11.3,5.8,1.13,"Dec"
"81","2024",2023-12-07,"RT-6","0:06","Waning",10,8820,11.6,4.8,0.73,"Dec"
"82","2024",2023-12-07,"RT-7","3:05","Waning",10,12300,11.6,5.6,1.03,"Dec"
"83","2024",2023-12-07,"RT-9","9:10","Waning",10,8360,11.5,4.5,0.71,"Dec"
"84","2024",2023-12-08,"RT-14","0:12","Waning",10,8820,11.3,6.4,0.74,"Dec"
"85","2024",2023-12-08,"RT-15","3:09","Waning",10,11000,11.2,5.5,0.92,"Dec"
"86","2024",2023-12-08,"RT-16","6:09","Waning",10,13100,11.2,6.6,1.13,"Dec"
"87","2024",2023-12-08,"RT-17","9:40","Waning",10,8330,11.2,6.3,0.71,"Dec"
"88","2024",2023-12-08,"RT-18","12:17","Waning",10,4010,11.3,5.7,0.32,"Dec"
"89","2024",2023-12-08,"RT-19","15:15","Waning",10,11000,11.4,5.8,0.89,"Dec"
"90","2024",2023-12-08,"RT-20","18:11","Waning",10,13700,11.2,6.1,1.14,"Dec"
"91","2024",2023-12-08,"RT-21","21:26","Waning",10,13900,11,7.5,1.21,"Dec"
"92","2024",2023-12-09,"RT-22","0:16","New",10,8850,11,5.6,0.76,"Dec"
"93","2024",2023-12-09,"RT-23","3:14","New",10,8890,10.9,6.1,0.75,"Dec"
"94","2024",2023-12-09,"RT-24","6:10","New",10,12500,10.8,5.8,1.07,"Dec"
"95","2024",2024-02-14,"RT-1","9:14","Waxing",10,50500,10.5,35.1,3,"Feb"
"96","2024",2024-02-14,"RT-2","12:12","Waxing",10,50200,10.6,34.8,3,"Feb"
"97","2024",2024-02-14,"RT-3","15:15","Waxing",10,50200,10.6,34.9,3.02,"Feb"
"98","2024",2024-02-14,"RT-4","18:00","Waxing",10,49900,10.6,33.7,3.01,"Feb"
"99","2024",2024-02-14,"RT-5","21:14","Waxing",10,50100,10.6,35.2,3.01,"Feb"
"100","2024",2024-02-15,"RT-10","12:02","Waxing",10,50000,10.8,35.6,3,"Feb"
"101","2024",2024-02-15,"RT-11","14:53","Waxing",10,50500,10.8,35.2,3.04,"Feb"
"102","2024",2024-02-15,"RT-12","18:07","Waxing",10,49800,10.8,33.3,3.02,"Feb"
"103","2024",2024-02-15,"RT-13","21:10","Waxing",10,49500,10.7,34,3.01,"Feb"
"104","2024",2024-02-15,"RT-6","0:05","Waxing",10,50900,10.5,34.5,3.06,"Feb"
"105","2024",2024-02-15,"RT-7","3:11","Waxing",10,50200,10.6,33.1,3.03,"Feb"
"106","2024",2024-02-15,"RT-8","6:08","Waxing",10,49800,10.6,34.3,3,"Feb"
"107","2024",2024-02-15,"RT-9","9:15","Waxing",10,49400,10.7,30.6,2.95,"Feb"
"108","2024",2024-02-16,"RT-14","0:11","Waxing",10,49400,10.6,32.5,3,"Feb"
"109","2024",2024-02-16,"RT-15","3:07","Waxing",10,49400,10.7,32.7,3.01,"Feb"
"110","2024",2024-02-16,"RT-16","6:11","Waxing",10,48500,10.8,31,2.96,"Feb"
"111","2024",2024-02-16,"RT-17","8:55","Waxing",10,48500,10.8,31.5,2.94,"Feb"
"112","2024",2024-02-16,"RT-18","12:23","Waxing",10,50000,10.8,31.3,3.01,"Feb"
"113","2024",2024-02-16,"RT-19","15:13","Waxing",10,49500,10.8,30.5,3,"Feb"
"114","2024",2024-02-16,"RT-20","18:12","Waxing",10,50100,10.7,30.4,3.05,"Feb"
"115","2024",2024-02-16,"RT-21","21:10","Waxing",10,49700,10.7,30.8,3.03,"Feb"
"116","2024",2024-02-17,"RT-22","0:09","Waxing",10,49900,10.7,29.8,3.03,"Feb"
"117","2024",2024-02-17,"RT-23","3:17","Waxing",10,49600,10.8,30.5,3.01,"Feb"
"118","2024",2024-02-17,"RT-24","6:14","Waxing",10,49800,10.8,30,3.02,"Feb"
"119","2024",2024-04-17,"RT-1","9:13","Waxing",10,33500,14.2,13.1,2.34,"Apr"
"120","2024",2024-04-17,"RT-2","12:11","Waxing",10,32700,14.4,14.2,2.26,"Apr"
"121","2024",2024-04-17,"RT-3","15:13","Waxing",10,33300,NA,NA,2.31,"Apr"
"122","2024",2024-04-17,"RT-4","18:08","Waxing",10,34300,NA,NA,2.39,"Apr"
"123","2024",2024-04-17,"RT-5","21:21","Waxing",10,34300,NA,NA,2.43,"Apr"
"124","2024",2024-04-18,"RT-10","12:10","Waxing",10,32800,14.8,15.7,2.29,"Apr"
"125","2024",2024-04-18,"RT-11","15:17","Waxing",10,32500,15.1,14.5,2.25,"Apr"
"126","2024",2024-04-18,"RT-12","18:08","Waxing",10,33400,NA,NA,2.33,"Apr"
"127","2024",2024-04-18,"RT-13","21:16","Waxing",10,33500,NA,NA,2.37,"Apr"
"128","2024",2024-04-18,"RT-6","0:12","Waxing",10,32900,NA,NA,2.32,"Apr"
"129","2024",2024-04-18,"RT-7","3:18","Waxing",10,32200,NA,NA,2.23,"Apr"
"130","2024",2024-04-18,"RT-8","6:17","Waxing",10,33400,NA,NA,2.32,"Apr"
"131","2024",2024-04-18,"RT-9","9:10","Waxing",10,33400,14.4,18.2,2.34,"Apr"
"132","2024",2024-04-19,"RT-14","0:08","Waxing",10,32900,NA,NA,2.33,"Apr"
"133","2024",2024-04-19,"RT-15","3:16","Waxing",10,30800,NA,NA,2.14,"Apr"
"134","2024",2024-04-19,"RT-16","6:15","Waxing",10,32200,15.1,15.6,2.23,"Apr"
"135","2024",2024-04-19,"RT-17","9:20","Waxing",10,32600,15.3,14.4,2.28,"Apr"
"136","2024",2024-04-19,"RT-18","12:12","Waxing",10,32500,15.6,13.9,2.28,"Apr"
"137","2024",2024-04-19,"RT-19","15:06","Waxing",10,31200,15.9,13.4,2.16,"Apr"
"138","2024",2024-04-19,"RT-20","18:08","Waxing",10,31900,16,12.9,2.22,"Apr"
"139","2024",2024-04-19,"RT-21","21:12","Waxing",10,32900,16,14.4,2.32,"Apr"
"140","2024",2024-04-20,"RT-22","0:19","Full",10,31600,15.9,13.7,2.25,"Apr"
"141","2024",2024-04-20,"RT-23","3:11","Full",10,29900,15.8,14.2,2.09,"Apr"
"142","2024",2024-04-20,"RT-24","6:14","Full",10,30600,15.8,13.2,2.13,"Apr"
"143","2024",2024-04-24,"RT-1","9:20","Full",10,30400,17.2,10.3,2.14,"Apr"
"144","2024",2024-04-24,"RT-2","12:15","Full",10,31400,17.1,9.8,2.24,"Apr"
"145","2024",2024-04-24,"RT-3","15:12","Full",10,31100,16.9,10.9,2.24,"Apr"
"146","2024",2024-04-24,"RT-4","18:07","Full",10,29500,16.8,12,2.09,"Apr"
"147","2024",2024-04-24,"RT-5","21:11","Full",10,30600,16.8,11.5,2.14,"Apr"
"148","2024",2024-04-25,"RT-10","12:08","Full",10,33800,16.2,10,2.34,"Apr"
"149","2024",2024-04-25,"RT-11","15:10","Full",10,NA,NA,NA,NA,"Apr"
"150","2024",2024-04-25,"RT-12","18:02","Full",10,NA,NA,NA,NA,"Apr"
"151","2024",2024-04-25,"RT-13","21:18","Full",10,NA,NA,NA,NA,"Apr"
"152","2024",2024-04-25,"RT-6","0:10","Full",10,32100,16.7,11.3,2.26,"Apr"
"153","2024",2024-04-25,"RT-7","3:10","Full",10,30700,16.6,11,2.14,"Apr"
"154","2024",2024-04-25,"RT-8","6:10","Full",10,30500,16.5,10.8,2.08,"Apr"
"155","2024",2024-04-25,"RT-9","9:08","Full",10,32600,16.3,11.2,2.23,"Apr"
"156","2024",2024-04-26,"RT-14","0:12","Full",10,34100,16,10.2,2.34,"Apr"
"157","2024",2024-04-26,"RT-15","3:13","Full",10,32700,16.1,11.3,2.24,"Apr"
"158","2024",2024-04-26,"RT-16","6:12","Full",10,31900,16,9.9,2.14,"Apr"
"159","2024",2024-04-26,"RT-17","9:14","Full",10,33300,16,10.1,2.24,"Apr"
"160","2024",2024-04-26,"RT-18","12:07","Full",10,34900,16,10.1,2.38,"Apr"
"161","2024",2024-04-26,"RT-19","15:07","Full",10,34800,16.1,9.9,2.4,"Apr"
"162","2024",2024-04-26,"RT-20","18:00","Full",10,33300,16.1,10.3,2.3,"Apr"
"163","2024",2024-04-26,"RT-21","21:15","Full",10,33000,16.2,10.8,2.26,"Apr"
"164","2024",2024-04-27,"RT-22","0:18","Waning",10,33400,16.1,10.8,2.29,"Apr"
"165","2024",2024-04-27,"RT-23","3:12","Waning",10,33300,15.9,10.5,2.29,"Apr"
"166","2024",2024-04-27,"RT-24","6:13","Waning",10,31800,15.8,10.6,2.16,"Apr"
"167","2025",2025-01-10,"RT-14","0:04","Waxing",10,42400,10.2,30.1,2.81,"Jan"
"168","2025",2025-01-10,"RT-15","3:05","Waxing",10,41300,10.2,NA,2.73,"Jan"
"169","2025",2025-01-10,"RT-16","6:01","Waxing",10,41800,10.3,30.6,2.78,"Jan"
"170","2025",2025-01-10,"RT-17","8:59","Waxing",10,40800,10.3,31.8,2.72,"Jan"
"171","2025",2025-01-10,"RT-18","11:57","Waxing",10,38800,10.3,30.8,2.55,"Jan"
"172","2025",2025-01-10,"RT-19","14:55","Waxing",10,39600,10.4,30.5,2.59,"Jan"
"173","2025",2025-01-10,"RT-20","17:59","Waxing",10,41000,10.3,30.1,2.71,"Jan"
"174","2025",2025-01-10,"RT-21","20:59","Waxing",10,41100,10.2,30.6,2.76,"Jan"
"175","2025",2025-01-11,"RT-23","3:00","Full",10,38500,10.1,29.8,2.61,"Jan"
"176","2025",2025-01-11,"RT-24","6:00","Full",10,39000,10.2,30.2,2.63,"Jan"
"177","2025",2025-01-15,"RT-1","8:57","Full",10,32600,9.3,21.6,2.3,"Jan"
"178","2025",2025-01-15,"RT-2","12:04","Full",10,32900,9.5,21.9,2.34,"Jan"
"179","2025",2025-01-15,"RT-3","15:01","Full",10,30500,9.5,22.5,2.14,"Jan"
"180","2025",2025-01-15,"RT-4","17:58","Full",10,30200,9.5,20.3,2.09,"Jan"
"181","2025",2025-01-15,"RT-5","21:00","Full",10,32700,9.5,20.4,2.28,"Jan"
"182","2025",2025-01-16,"RT-10","11:50","Full",9,31400,9.5,20.1,2.24,"Jan"
"183","2025",2025-01-16,"RT-11","14:58","Full",10,30000,9.6,20.7,2.15,"Jan"
"184","2025",2025-01-16,"RT-12","17:57","Full",10,28300,9.5,19.8,1.99,"Jan"
"185","2025",2025-01-16,"RT-13","21:04","Full",10,30600,9.5,20.2,2.17,"Jan"
"186","2025",2025-01-16,"RT-7","3:02","Full",10,32600,9.3,20.1,2.35,"Jan"
"187","2025",2025-01-16,"RT-8","6:00","Full",10,30400,9.3,21.4,2.17,"Jan"
"188","2025",2025-01-16,"RT-9","9:00","Full",10,30100,9.3,19.8,2.13,"Jan"
"189","2025",2025-01-17,"RT-14","0:03","Full",10,31800,9.5,19.5,2.29,"Jan"
"190","2025",2025-01-17,"RT-15","3:01","Full",10,30700,9.4,20.9,2.26,"Jan"
"191","2025",2025-01-17,"RT-16","5:59","Full",10,28400,9.4,20.6,2.07,"Jan"
"192","2025",2025-01-17,"RT-17","9:00","Full",10,27800,9.4,20.1,2,"Jan"
"193","2025",2025-01-17,"RT-18","11:58","Full",10,29100,9.6,19.3,2.11,"Jan"
"194","2025",2025-01-17,"RT-19","14:57","Full",10,28400,9.7,19,2.08,"Jan"
"195","2025",2025-01-17,"RT-20","17:56","Full",10,26300,9.7,19.5,1.89,"Jan"
"196","2025",2025-01-17,"RT-21","21:01","Full",10,28200,9.7,17,2.03,"Jan"
"197","2025",2025-01-18,"RT-23","2:59","Waning",10,28800,9.6,17.5,2.16,"Jan"
"198","2025",2025-01-18,"RT-24","5:58","Waning",10,26200,9.6,19.2,1.96,"Jan"
"199","2025",2025-01-08,"RT-1","9:04","Waxing",10,46100,10.2,NA,2.92,"Jan"
"200","2025",2025-01-08,"RT-2","11:56","Waxing",10,46100,10.3,38.6,2.89,"Jan"
"201","2025",2025-01-08,"RT-3","15:01","Waxing",10,46100,10.3,39.6,2.9,"Jan"
"202","2025",2025-01-08,"RT-4","17:57","Waxing",10,45800,10.2,41.2,2.91,"Jan"
"203","2025",2025-01-08,"RT-5","20:59","Waxing",10,45700,10.1,36.5,2.94,"Jan"
